Sentiments,Reviews
Negative,Highly unsatisfied by the product. Low quality stitching with different threads. Not as per picture. Didn’t fit on my wrist. Stitches even missed at few places. Norma thread was used to stitch the wilkro which got separated when I tried it to wrap it on the wrist. Poor quality of thumb elastics as threads are coming out. Processing for return.
Positive,very well pack it's totally worth only on 62 rupee that's amazing and also free home delivery by 11.11 sale and it's my best deal on 1111 sale Thanks a lot daraz and team and also seller.
Positive,it's quality and finishing is very good. received in time and in good packing
Positive,Received as Shown.Value for money.Packing was Very good & delivery was fast.good experience. Thanks Daraz.
Positive,Good experience good product thanks daraz and seller highly recommended
Neutral,V good product and I'm satisfied with stuff but the delivery charges 109 rs that's not good for me
Negative,Quality is compromised. The red one was worn out already. And the American flag one is different from the actual picture. The sticker on each side is of different size as well. I'd rate 6/10.
Positive,very nice product and very good stuff for gym
Negative,both gloves are different one has black strap and other one has black low quality product not recommended waste of money
Negative,color not same as picture show but overall good product in pricetag i recommend sealer kindly change your courier service it so much late delivery process
Neutral,It serves the purpose but it is very untidy and rough.
Positive,"i receive my parcel, I'm very happy.daraz is to good thanks daraz and also thanks sealer"
Positive,The Band Is Good.Deliverd On Time.Good Experience.
Positive,Same product as shown by seller totally recomend the product its comfortable
Positive,Very good quality impressed by low price and good product thank you seller
Positive,Very good product recieved in black zipper cover (washable).
Positive,worth buying sitter is too soft and comfy
Neutral,product quality and finish is very good. but i face a little issue as you can see in the picture the article i have received have little stitching issue from front side otherwise overall quality issue is good
Neutral,It's my second order.. I like it overall. Just a little tight on underarms.
Positive,Very good product. Comfortable. Acknowledge 👍
Negative,Nothing great ....no compression....no sauna effect...looks good but thats it....it does not and cannot do what was claimed...false claim...and was delivered before time
Positive,Very good item delivered in time as stated. I like it very much👍.The size that was said has arrived.
Positive,Amazing product ۔۔۔ Good from dealer ۔۔ Best quality Pehnty hi result saf nazar aya... ❤️❤️ Super packing... Same as Order Five star ⭐
Positive,It was almost perfect. Good sauna effect. But it's a bit tight on the arms. Underarms to be exact. It's the large size. And it's good size for me except for the arms area.
Negative,"Waste of money A kid size vest, which is normally available in market for 3-5 USD, Rs 500 or so.. Disappointed Delivery time was too much and not worth the wait"
